AzInput,ElInput,Time
180,180,4.68e-07
182.672,180,0.0202801
185.317,180,0.040509
187.919,180,0.0607326
190.458,180,0.0809619
192.916,180,0.101193
195.27,180,0.121421
197.504,180,0.14165
199.6,180,0.161878
201.54,180,0.1821
203.31,180,0.202329
204.895,180,0.222552
206.284,180,0.242779
207.465,180,0.263007
208.43,180,0.283249
209.167,180,0.30344
209.675,180,0.32367
209.949,180,0.343898
209.986,180,0.36412
209.786,180,0.384341
209.35,180,0.404569
208.682,180,0.424795
207.787,180,0.445017
206.673,180,0.465244
205.347,180,0.485472
203.821,180,0.505693
202.107,180,0.52592
200.218,180,0.546148
198.169,180,0.566375
195.976,180,0.586602
193.657,180,0.606829
191.229,180,0.627057
188.713,180,0.647286
186.128,180,0.667512
183.495,180,0.687739
180.834,180,0.707967
178.166,180,0.728194
175.513,180,0.748417
172.896,180,0.768644
170.334,180,0.788871
167.849,180,0.809098
165.46,180,0.829325
163.186,180,0.849552
161.045,180,0.869781
159.054,180,0.890009
157.229,180,0.910234
155.584,180,0.930463
154.131,180,0.95069
152.884,180,0.970917
151.851,180,0.991142
151.04,180,1.01138
150.459,180,1.03161
150.111,180,1.05183
150,180,1.07205
150.126,180,1.09228
150.488,180,1.11251
151.084,180,1.13274
151.908,180,1.15296
152.955,180,1.17319
154.215,180,1.19342
155.68,180,1.21365
157.337,180,1.23388
159.173,180,1.2541
161.173,180,1.27432
163.323,180,1.29455
165.604,180,1.31478
167.999,180,1.335
170.495,180,1.35527
173.06,180,1.3755
175.681,180,1.39572
178.335,180,1.41595
181.002,180,1.43617
183.662,180,1.4564
186.293,180,1.47662
188.875,180,1.49685
191.386,180,1.51708
193.81,180,1.53733
196.12,180,1.55755
198.304,180,1.57778
200.343,180,1.59799
202.221,180,1.61822
203.924,180,1.63845
205.438,180,1.65868
206.75,180,1.6789
207.851,180,1.69913
208.732,180,1.71938
209.385,180,1.73961
209.806,180,1.75982
209.991,180,1.78004
209.939,180,1.80027
209.65,180,1.82049
209.125,180,1.84075
208.371,180,1.86097
207.393,180,1.8812
206.198,180,1.90143
204.796,180,1.92165
203.197,180,1.94188
201.415,180,1.96211
199.464,180,1.98233
197.36,180,2.00255
195.118,180,2.02278
192.756,180,2.043
190.292,180,2.06324
187.748,180,2.08347
185.142,180,2.10369
182.496,180,2.12392
179.83,180,2.14415
177.165,180,2.16437
174.523,180,2.1846
171.924,180,2.20483
169.389,180,2.22505
166.938,180,2.24528
164.59,180,2.26551
162.364,180,2.28574
160.278,180,2.30596
158.347,180,2.32619
156.588,180,2.34641
155.014,180,2.36664
153.638,180,2.38686
152.47,180,2.40709
151.52,180,2.42732
150.795,180,2.44754
150.301,180,2.46777
150.042,180,2.488
150.02,180,2.50822
150.235,180,2.52845
150.685,180,2.54867
151.367,180,2.56889
152.275,180,2.58912
153.403,180,2.60934
154.741,180,2.62957
156.279,180,2.64979
158.004,180,2.67002
159.904,180,2.69025
161.962,180,2.71048
164.164,180,2.73071
166.489,180,2.75092
168.924,180,2.77117
171.445,180,2.7914
174.034,180,2.81162
176.669,180,2.83185
179.332,180,2.85208
182,180,2.87231
184.651,180,2.89254
187.265,180,2.91276
189.823,180,2.93298
192.302,180,2.95321
194.684,180,2.97344
196.951,180,2.99366
199.083,180,3.01389
201.063,180,3.03411
202.878,180,3.05434
204.512,180,3.07457
205.951,180,3.09479
207.185,180,3.11501
208.205,180,3.13525
209.002,180,3.15547
209.569,180,3.1757
209.902,180,3.19593
209.999,180,3.21615
209.858,180,3.23638
209.482,180,3.25661
208.872,180,3.27684
208.034,180,3.29706
206.974,180,3.31729
205.701,180,3.33751
204.224,180,3.35774
202.556,180,3.37797
200.71,180,3.39819
198.7,180,3.41842
196.542,180,3.43864
194.253,180,3.45887
191.851,180,3.47909
189.356,180,3.49932
186.786,180,3.51955
184.164,180,3.53977
181.508,180,3.55999
178.841,180,3.58022
176.182,180,3.60044
173.553,180,3.62067
170.975,180,3.6409
168.469,180,3.66113
