Azimuth,Elevator,Time
174.975581,179.988962,0.0202585
174.981311,179.988962,0.0404865
175.519891,179.988962,0.0607154
176.597052,179.988962,0.0809413
177.863288,179.988962,0.101164
179.129525,179.988962,0.121391
180.395762,179.988962,0.141618
181.661999,179.988962,0.161845
182.922506,179.988962,0.182074
184.188742,179.988962,0.202302
185.466438,179.988962,0.222519
186.732675,179.988962,0.242746
187.993182,179.988962,0.262977
189.253689,179.988962,0.283206
190.525656,179.988962,0.303434
191.786163,179.988962,0.323662
193.040940,179.988962,0.343889
194.301447,179.988962,0.364117
195.573414,179.988962,0.384345
196.833921,179.988962,0.404567
198.094428,179.988962,0.424798
199.349206,179.988962,0.445026
200.615442,179.988962,0.465254
201.870220,179.988962,0.485484
203.124998,179.988962,0.505707
204.391234,179.988962,0.525937
205.657471,179.988962,0.546166
206.917978,179.988962,0.566386
207.542502,179.988962,0.586614
210.069246,179.988962,0.606841
210.670852,179.988962,0.627071
209.479099,179.988962,0.647304
208.270159,179.988962,0.667532
206.998192,179.988962,0.68776
205.743415,179.988962,0.707986
204.482908,179.988962,0.728215
203.216671,179.988962,0.748443
201.944704,179.988962,0.768675
200.689927,179.988962,0.788903
199.423690,179.988962,0.80913
198.157453,179.988962,0.829359
196.891217,179.988962,0.849589
195.630710,179.988962,0.869812
194.370202,179.988962,0.890042
193.098236,179.988962,0.910273
191.837729,179.988962,0.930503
190.577222,179.988962,0.950726
189.310985,179.988962,0.970991
188.044748,179.988962,0.991225
186.784241,179.988962,1.01145
185.523734,179.988962,1.03168
184.257497,179.988962,1.0519
182.991261,179.988962,1.07213
181.730753,179.988962,1.09236
180.464517,179.988962,1.11259
179.204010,179.988962,1.13281
177.937773,179.988962,1.15304
176.682995,179.988962,1.17327
175.422488,179.988962,1.19351
174.156251,179.988962,1.21373
174.454189,179.988962,1.23396
175.628753,179.988962,1.25418
176.877801,179.988962,1.2744
178.144038,179.988962,1.29462
179.410274,179.988962,1.31485
180.682241,179.988962,1.33509
181.954207,179.988962,1.35532
183.214714,179.988962,1.37554
184.486680,179.988962,1.39577
185.758647,179.988962,1.416
187.024883,179.988962,1.43623
188.291120,179.988962,1.45646
188.927103,179.988962,1.47668
191.471036,179.988962,1.49691
192.737273,179.988962,1.51714
194.003509,179.988962,1.53737
195.275476,179.988962,1.5576
196.547442,179.988962,1.57782
197.813679,179.988962,1.59805
199.079915,179.988962,1.61828
200.351882,179.988962,1.63851
201.618119,179.988962,1.65873
201.314451,179.988962,1.67898
200.134158,179.988962,1.69921
198.885110,179.988962,1.71944
197.607414,179.988962,1.73966
196.346907,179.988962,1.7599
195.080670,179.988962,1.78012
193.808704,179.988962,1.80035
192.536737,179.988962,1.82058
191.270501,179.988962,1.8408
190.004264,179.988962,1.86103
188.738027,179.988962,1.88125
187.471791,179.988962,1.90148
186.205554,179.988962,1.9217
184.945047,179.988962,1.94193
183.673080,179.988962,1.96216
182.406844,179.988962,1.98238
181.140607,179.988962,2.0026
179.874370,179.988962,2.02283
178.608133,179.988962,2.04306
177.347626,179.988962,2.06329
176.081390,179.988962,2.08351
174.815153,179.988962,2.10373
173.548916,179.988962,2.12396
172.288409,179.988962,2.14419
171.022172,179.988962,2.16442
169.761665,179.988962,2.18465
168.856392,179.988962,2.20487
170.053874,179.988962,2.2251
171.268544,179.988962,2.24533
172.540510,179.988962,2.26555
173.806747,179.988962,2.28578
175.072984,179.988962,2.30601
176.344950,179.988962,2.32623
177.611187,179.988962,2.34646
178.883153,179.988962,2.36669
180.791103,179.988962,2.38694
182.063069,179.988962,2.40718
183.329306,179.988962,2.4274
184.601272,179.988962,2.44763
185.873238,179.988962,2.46786
187.145205,179.988962,2.48808
188.417171,179.988962,2.50831
189.683408,179.988962,2.52854
190.961104,179.988962,2.54876
192.227340,179.988962,2.56899
193.493577,179.988962,2.58921
194.771273,179.988962,2.60944
196.043239,179.988962,2.62966
197.315205,179.988962,2.64988
198.128806,179.988962,2.67011
196.919865,179.988962,2.69034
195.716653,179.988962,2.71045
194.444687,179.988962,2.73063
193.166991,179.988962,2.75079
191.900754,179.988962,2.771
190.628788,179.988962,2.79122
189.356822,179.988962,2.81145
188.084855,179.988962,2.83167
186.818619,179.988962,2.8519
185.552382,179.988962,2.87212
184.286145,179.988962,2.89235
183.014179,179.988962,2.91258
181.747942,179.988962,2.93281
180.481705,179.988962,2.95303
179.215469,179.988962,2.97326
177.943502,179.988962,2.99348
176.682995,179.988962,3.01371
175.422488,179.988962,3.03394
174.150522,179.988962,3.05416
172.884285,179.988962,3.07439
171.623778,179.988962,3.09461
170.363271,179.988962,3.11484
169.097034,179.988962,3.13503
167.836527,179.988962,3.15525
166.570290,179.988962,3.17548
165.384268,179.988962,3.19571
166.478617,179.988962,3.21593
167.670369,179.988962,3.23616
168.942335,179.988962,3.25639
170.208572,179.988962,3.27662
170.844555,179.988962,3.29684
173.388488,179.988962,3.31707
174.654725,179.988962,3.3373
175.932421,179.988962,3.35752
177.204387,179.988962,3.37775
