Azimuth,Elevator,Time
179.387356,179.988962,0.0202686
179.370167,179.988962,0.0405126
179.387356,179.988962,0.0607576
180.911424,179.988962,0.0809996
182.017232,179.988962,0.101239
183.128770,179.988962,0.121485
184.257497,179.988962,0.141731
185.391954,179.988962,0.161976
186.509221,179.988962,0.182215
187.626489,179.988962,0.202459
188.732298,179.988962,0.222705
189.838106,179.988962,0.24295
190.926726,179.988962,0.263193
191.998157,179.988962,0.283435
193.046670,179.988962,0.303676
194.083724,179.988962,0.323924
195.103588,179.988962,0.344168
196.106265,179.988962,0.364412
197.068834,179.988962,0.384648
198.014214,179.988962,0.404893
198.942406,179.988962,0.425134
199.841949,179.988962,0.445377
200.701386,179.988962,0.465622
201.532175,179.988962,0.485867
202.345775,179.988962,0.506112
203.107809,179.988962,0.526354
203.846924,179.988962,0.546618
204.540203,179.988962,0.56686
205.199105,179.988962,0.587131
205.829358,179.988962,0.607312
206.419505,179.988962,0.627486
206.952356,179.988962,0.647705
207.445099,179.988962,0.667949
207.909195,179.988962,0.688193
208.327454,179.988962,0.708438
208.694147,179.988962,0.728683
209.026463,179.988962,0.748928
209.295753,179.988962,0.769167
209.547854,179.988962,0.789412
209.696823,179.988962,0.809658
209.851522,179.988962,0.829901
209.931736,179.988962,0.850147
210.011950,179.988962,0.870392
210.017680,179.988962,0.890652
210.011950,179.988962,0.910897
209.966114,179.988962,0.931136
209.759849,179.988962,0.951382
209.628069,179.988962,0.971628
209.410345,179.988962,0.991872
209.152514,179.988962,1.01212
208.848846,179.988962,1.03236
208.522260,179.988962,1.05261
208.161297,179.988962,1.07284
207.771685,179.988962,1.09309
207.336237,179.988962,1.11334
206.860682,179.988962,1.13358
206.339291,179.988962,1.15382
205.794981,179.988962,1.17406
205.199105,179.988962,1.19431
204.586040,179.988962,1.21455
203.927138,179.988962,1.23482
203.228130,179.988962,1.25507
202.511933,179.988962,1.2753
201.761358,179.988962,1.29555
200.970676,179.988962,1.31579
200.157076,179.988962,1.33603
199.326287,179.988962,1.35627
198.455391,179.988962,1.37651
197.550118,179.988962,1.39676
196.639115,179.988962,1.417
195.693735,179.988962,1.43725
194.731166,179.988962,1.45749
193.739949,179.988962,1.47773
192.725814,179.988962,1.49797
191.700219,179.988962,1.51821
190.651706,179.988962,1.53846
189.586005,179.988962,1.5587
188.503115,179.988962,1.57894
187.414495,179.988962,1.59918
186.314416,179.988962,1.61942
185.202878,179.988962,1.63967
184.085610,179.988962,1.65991
182.962613,179.988962,1.68016
181.828156,179.988962,1.7004
180.693700,179.988962,1.72064
179.198280,179.988962,1.74088
178.275818,179.988962,1.76113
177.187198,179.988962,1.78138
176.081390,179.988962,1.80162
174.964122,179.988962,1.82187
173.841125,179.988962,1.84211
172.723857,179.988962,1.86235
171.612319,179.988962,1.88262
170.506510,179.988962,1.90287
169.412161,179.988962,1.92311
168.340730,179.988962,1.94335
167.280758,179.988962,1.9636
166.237975,179.988962,1.98383
165.212380,179.988962,2.00407
164.209704,179.988962,2.02431
163.235676,179.988962,2.04456
162.278836,179.988962,2.0648
161.344915,179.988962,2.08505
160.445371,179.988962,2.10529
159.568746,179.988962,2.12553
158.726498,179.988962,2.14577
157.901439,179.988962,2.16602
157.127946,179.988962,2.18626
156.394560,179.988962,2.20646
155.672633,179.988962,2.2267
155.008002,179.988962,2.24694
154.372019,179.988962,2.26718
153.770413,179.988962,2.28742
153.203185,179.988962,2.30767
152.704712,179.988962,2.32792
152.223427,179.988962,2.34816
151.805168,179.988962,2.3684
151.415557,179.988962,2.38865
151.048864,179.988962,2.40889
150.785303,179.988962,2.42913
150.521742,179.988962,2.44937
150.332666,179.988962,2.46962
150.166509,179.988962,2.48986
150.000351,179.988962,2.51012
150.000351,179.988962,2.53036
149.977432,179.988962,2.55063
149.977432,179.988962,2.57087
149.983162,179.988962,2.59112
150.137861,179.988962,2.61136
150.298289,179.988962,2.6316
150.504554,179.988962,2.65184
150.762385,179.988962,2.67209
151.025945,179.988962,2.69233
151.358261,179.988962,2.71258
151.684847,179.988962,2.73282
152.074458,179.988962,2.75307
152.492717,179.988962,2.77331
152.968272,179.988962,2.79354
153.478205,179.988962,2.81378
154.011055,179.988962,2.83402
