AzInput,ElInput,Time
180.000051,180.000000,0.000000
183.847961,180.000000,0.020428
187.685703,180.000000,0.040886
191.492541,180.000000,0.061349
195.244145,180.000000,0.081769
198.937075,180.000000,0.102212
202.554835,180.000000,0.122671
206.080164,180.000000,0.143135
209.497023,180.000000,0.163594
212.791020,180.000000,0.184047
215.950825,180.000000,0.204507
218.963311,180.000000,0.224975
221.814728,180.000000,0.245443
224.489937,180.000000,0.265885
226.983784,180.000000,0.286344
229.284100,180.000000,0.306808
231.378223,180.000000,0.327245
233.263394,180.000000,0.347714
234.926945,180.000000,0.368164
236.362236,180.000000,0.388590
237.566934,180.000000,0.409041
238.534744,180.000000,0.429509
239.260381,180.000000,0.449969
239.740720,180.000000,0.470397
239.975221,180.000000,0.490852
239.962135,180.000000,0.511309
239.701322,180.000000,0.531774
239.194045,180.000000,0.552231
238.442089,180.000000,0.572695
237.448568,180.000000,0.593161
236.219583,180.000000,0.613597
234.759977,180.000000,0.634020
233.072135,180.000000,0.654475
231.165723,180.000000,0.674926
229.047669,180.000000,0.695381
226.726678,180.000000,0.715840
224.212576,180.000000,0.736300
221.513572,180.000000,0.756777
218.649561,180.000000,0.777207
215.626457,180.000000,0.797637
212.451326,180.000000,0.818101
209.148632,180.000000,0.838524
205.719106,180.000000,0.858989
202.183585,180.000000,0.879451
198.557720,180.000000,0.899907
194.851558,180.000000,0.920382
191.086214,180.000000,0.940846
187.270633,180.000000,0.961333
183.436313,180.000000,0.981760
179.580923,180.000000,1.002223
175.727094,180.000000,1.022688
171.892917,180.000000,1.043141
168.095541,180.000000,1.063577
164.342509,180.000000,1.084038
160.654897,180.000000,1.104496
157.046236,180.000000,1.124958
153.532421,180.000000,1.145421
150.130245,180.000000,1.165869
146.852354,180.000000,1.186311
143.708327,180.000000,1.206771
140.715696,180.000000,1.227221
137.882684,180.000000,1.247689
135.225300,180.000000,1.268145
132.753355,180.000000,1.288596
130.475801,180.000000,1.309052
128.404383,180.000000,1.329491
126.547042,180.000000,1.349913
124.906794,180.000000,1.370374
123.496926,180.000000,1.390789
122.317501,180.000000,1.411242
121.376159,180.000000,1.431694
120.676691,180.000000,1.452149
120.222233,180.000000,1.472595
120.014315,180.000000,1.493047
120.054211,180.000000,1.513532
120.341663,180.000000,1.533986
120.875562,180.000000,1.554446
121.652281,180.000000,1.574874
122.670791,180.000000,1.595331
123.926389,180.000000,1.615793
125.413128,180.000000,1.636249
127.125184,180.000000,1.656705
129.055019,180.000000,1.677155
131.196148,180.000000,1.697615
133.539898,180.000000,1.718085
136.074819,180.000000,1.738547
138.790315,180.000000,1.759003
141.675745,180.000000,1.779457
144.721773,180.000000,1.799927
147.910883,180.000000,1.820380
151.233278,180.000000,1.840838
154.675185,180.000000,1.861300
158.211301,180.000000,1.881703
161.847972,180.000000,1.902167
165.552814,180.000000,1.922595
169.321371,180.000000,1.943045
173.134660,180.000000,1.963498
176.975543,180.000000,1.983948
180.831997,180.000000,2.004414
184.686000,180.000000,2.024885
188.518764,180.000000,2.045347
192.306778,180.000000,2.065756
196.049222,180.000000,2.086193
199.729836,180.000000,2.106655
203.329448,180.000000,2.127119
206.833162,180.000000,2.147586
210.225376,180.000000,2.168049
213.486176,180.000000,2.188471
216.614906,180.000000,2.208930
219.594667,180.000000,2.229406
222.405667,180.000000,2.249844
225.043285,180.000000,2.270294
227.497334,180.000000,2.290763
229.754039,180.000000,2.311223
231.805936,180.000000,2.331690
233.643046,180.000000,2.352149
235.258275,180.000000,2.372603
236.644469,180.000000,2.393042
237.798432,180.000000,2.413505
238.713463,180.000000,2.433964
239.386086,180.000000,2.454426
239.812939,180.000000,2.474858
239.993489,180.000000,2.495311
239.926337,180.000000,2.515775
239.611723,180.000000,2.536232
239.052542,180.000000,2.556643
238.248203,180.000000,2.577107
237.202994,180.000000,2.597575
235.923792,180.000000,2.618007
234.411726,180.000000,2.638471
232.676322,180.000000,2.658918
230.722706,180.000000,2.679375
228.558075,180.000000,2.699846
226.194973,180.000000,2.720298
223.643083,180.000000,2.740736
220.915411,180.000000,2.761144
218.011734,180.000000,2.781606
214.953381,180.000000,2.802053
211.751565,180.000000,2.822495
208.419930,180.000000,2.842931
204.967684,180.000000,2.863387
201.413861,180.000000,2.883834
197.765120,180.000000,2.904319
194.046858,180.000000,2.924781
190.273624,180.000000,2.945227
186.460345,180.000000,2.965660
182.615416,180.000000,2.986120
178.761248,180.000000,3.006572
174.910892,180.000000,3.027031
171.079236,180.000000,3.047502
167.287000,180.000000,3.067960
163.548965,180.000000,3.088408
159.878846,180.000000,3.108855
156.285807,180.000000,3.129337
152.801746,180.000000,3.149755
149.425101,180.000000,3.170200
146.171895,180.000000,3.190662
143.059610,180.000000,3.211116
140.101061,180.000000,3.231561
137.306177,180.000000,3.252013
134.687251,180.000000,3.272466
132.255439,180.000000,3.292919
130.021912,180.000000,3.313360
127.997278,180.000000,3.333771
126.182391,180.000000,3.354230
124.589213,180.000000,3.374696
123.226178,180.000000,3.395143
122.096282,180.000000,3.415611
121.206031,180.000000,3.436071
120.558623,180.000000,3.456530
120.156755,180.000000,3.476986
120.001939,180.000000,3.497441
120.094614,180.000000,3.517878
120.434710,180.000000,3.538340
121.019715,180.000000,3.558769
121.849117,180.000000,3.579231
122.918628,180.000000,3.599691
124.223943,180.000000,3.620152
125.760641,180.000000,3.640625
127.519927,180.000000,3.661079
129.496440,180.000000,3.681540
131.680281,180.000000,3.701989
134.062558,180.000000,3.722430
136.636555,180.000000,3.742890
139.386174,180.000000,3.763324
142.306037,180.000000,3.783779
145.382937,180.000000,3.804242
148.602459,180.000000,3.824704
151.949806,180.000000,3.845154
155.413981,180.000000,3.865610
158.979834,180.000000,3.886067
162.627322,180.000000,3.906496
166.352612,180.000000,3.926959
170.132280,180.000000,3.947411
173.953492,180.000000,3.967868
177.799121,180.000000,3.988321
181.654251,180.000000,4.008777
185.498226,180.000000,4.029210
189.318881,180.000000,4.049639
193.106836,180.000000,4.070099
196.839680,180.000000,4.090554
200.503023,180.000000,4.111008
204.081643,180.000000,4.131463
207.559627,180.000000,4.151909
210.925340,180.000000,4.172365
214.161823,180.000000,4.192810
217.262494,180.000000,4.213290
220.198609,180.000000,4.233696
