AzInput,ElInput,Time
180.000168,180.000000,0.000000
190.325894,180.000000,0.020472
200.095002,180.000000,0.040930
208.783338,180.000000,0.061365
215.956385,180.000000,0.081848
221.205721,180.000000,0.102319
224.254283,180.000000,0.122770
224.946371,180.000000,0.143206
223.244692,180.000000,0.163666
219.234980,180.000000,0.184138
213.133125,180.000000,0.204604
205.266183,180.000000,0.225065
196.045993,180.000000,0.245540
185.991166,180.000000,0.265971
175.602779,180.000000,0.286432
165.441389,180.000000,0.306908
156.059800,180.000000,0.327378
147.990754,180.000000,0.347750
141.590373,180.000000,0.368209
137.237504,180.000000,0.388667
135.162946,180.000000,0.409140
135.482867,180.000000,0.429631
138.169304,180.000000,0.450049
143.090105,180.000000,0.470514
149.981390,180.000000,0.490984
158.471728,180.000000,0.511449
168.110323,180.000000,0.531913
178.377759,180.000000,0.552367
188.720767,180.000000,0.572800
198.616060,180.000000,0.593267
207.516022,180.000000,0.613728
214.934207,180.000000,0.634143
220.511212,180.000000,0.654615
223.921179,180.000000,0.675044
224.996738,180.000000,0.695509
223.673600,180.000000,0.715966
220.033945,180.000000,0.736376
214.266089,180.000000,0.756800
206.661728,180.000000,0.777263
197.630493,180.000000,0.797738
187.669179,180.000000,0.818190
177.283040,180.000000,0.838675
167.051723,180.000000,0.859140
157.512895,180.000000,0.879600
149.187545,180.000000,0.900021
142.497348,180.000000,0.920446
137.796604,180.000000,0.940886
135.342151,180.000000,0.961312
135.258206,180.000000,0.981699
137.542035,180.000000,1.002084
142.085652,180.000000,1.022516
148.644882,180.000000,1.042949
156.870342,180.000000,1.063379
166.322922,180.000000,1.083805
176.446099,180.000000,1.104121
186.730936,180.000000,1.124386
196.652911,180.000000,1.144629
205.774629,180.000000,1.165036
213.536051,180.000000,1.185463
219.526346,180.000000,1.205934
223.404882,180.000000,1.226387
224.971516,180.000000,1.246854
224.140586,180.000000,1.267308
220.957786,180.000000,1.287763
215.598322,180.000000,1.308201
208.348117,180.000000,1.328631
199.589993,180.000000,1.349064
189.792113,180.000000,1.369493
179.468232,180.000000,1.389934
169.175716,180.000000,1.410368
159.462397,180.000000,1.430794
150.837803,180.000000,1.451226
143.764050,180.000000,1.471657
138.614553,180.000000,1.492097
135.667931,180.000000,1.512525
135.077111,180.000000,1.532955
136.873580,180.000000,1.553382
140.967275,180.000000,1.573831
147.129893,180.000000,1.594253
155.037693,180.000000,1.614674
164.277525,180.000000,1.635108
174.360259,180.000000,1.655556
184.732118,180.000000,1.675982
194.856361,180.000000,1.696416
204.191162,180.000000,1.716851
212.238677,180.000000,1.737283
218.575840,180.000000,1.757729
222.855190,180.000000,1.778147
224.861049,180.000000,1.798605
224.478228,180.000000,1.819033
221.731768,180.000000,1.839462
216.773043,180.000000,1.859871
209.855323,180.000000,1.880303
201.353727,180.000000,1.900728
191.717000,180.000000,1.921154
181.470700,180.000000,1.941554
171.147567,180.000000,1.961953
161.279769,180.000000,1.982381
152.400050,180.000000,2.002825
144.989870,180.000000,2.023269
139.448204,180.000000,2.043688
136.058530,180.000000,2.064117
135.004234,180.000000,2.084546
136.341153,180.000000,2.104974
139.995949,180.000000,2.125393
145.784040,180.000000,2.145840
153.387770,180.000000,2.166273
162.399878,180.000000,2.186692
172.356631,180.000000,2.207131
182.727926,180.000000,2.227586
192.941311,180.000000,2.248015
202.468812,180.000000,2.268448
210.789140,180.000000,2.288847
217.484976,180.000000,2.309272
222.184241,180.000000,2.329667
224.647328,180.000000,2.350034
224.748821,180.000000,2.370458
222.471967,180.000000,2.390890
217.938743,180.000000,2.411316
211.390047,180.000000,2.431742
203.173125,180.000000,2.452169
193.727789,180.000000,2.472590
183.559980,180.000000,2.492998
173.204174,180.000000,2.513404
163.201098,180.000000,2.533827
154.094072,180.000000,2.554240
146.367465,180.000000,2.574637
140.414598,180.000000,2.595067
136.565355,180.000000,2.615499
135.025689,180.000000,2.635901
135.872774,180.000000,2.656332
139.062658,180.000000,2.676749
144.422021,180.000000,2.697155
151.666451,180.000000,2.717557
160.409600,180.000000,2.737952
170.203038,180.000000,2.758373
180.512147,180.000000,2.778784
190.814509,180.000000,2.799237
200.547833,180.000000,2.819705
209.156957,180.000000,2.840102
216.242430,180.000000,2.860567
221.394124,180.000000,2.881029
224.339271,180.000000,2.901496
224.919549,180.000000,2.921955
223.106248,180.000000,2.942409
218.994690,180.000000,2.962870
212.806919,180.000000,2.983324
204.870683,180.000000,3.003779
195.607357,180.000000,3.024238
185.509316,180.000000,3.044703
175.136506,180.000000,3.065130
164.995510,180.000000,3.085613
155.684837,180.000000,3.106029
147.661700,180.000000,3.126453
141.344840,180.000000,3.146921
137.092526,180.000000,3.167374
135.125532,180.000000,3.187839
135.549386,180.000000,3.208275
138.342776,180.000000,3.228740
143.353341,180.000000,3.249190
150.322514,180.000000,3.269658
158.844846,180.000000,3.290059
168.518503,180.000000,3.310521
178.806780,180.000000,3.330989
189.149578,180.000000,3.351437
199.013364,180.000000,3.371904
207.846598,180.000000,3.392330
215.208679,180.000000,3.412781
220.697354,180.000000,3.433242
224.016707,180.000000,3.453704
224.989717,180.000000,3.474112
223.571581,180.000000,3.494560
219.828804,180.000000,3.515028
213.970232,180.000000,3.535469
206.296320,180.000000,3.555929
197.218129,180.000000,3.576394
187.223676,180.000000,3.596856
176.845216,180.000000,3.617315
166.650108,180.000000,3.637743
157.158027,180.000000,3.658185
148.892086,180.000000,3.678599
142.262947,180.000000,3.699063
137.644698,180.000000,3.719535
135.287974,180.000000,3.739992
135.313823,180.000000,3.760448
137.719611,180.000000,3.780897
142.378795,180.000000,3.801354
149.039500,180.000000,3.821801
157.356526,180.000000,3.842267
166.876188,180.000000,3.862722
177.106116,180.000000,3.883199
