Azimuth,Elevator,Time
179.994691,179.988962,0.020444
179.994691,179.988962,0.040914
180.435869,179.988962,0.061375
181.598973,179.988962,0.081853
183.300658,179.988962,0.102318
185.552382,179.988962,0.122785
188.056208,179.988962,0.143262
190.462630,179.988962,0.163706
192.863323,179.988962,0.184182
195.281205,179.988962,0.204644
197.647521,179.988962,0.225099
199.532552,179.988962,0.245573
200.821707,179.988962,0.266035
201.532175,179.988962,0.286502
201.738440,179.988962,0.306971
201.343099,179.988962,0.327443
200.323234,179.988962,0.347919
198.776248,179.988962,0.368348
196.679222,179.988962,0.388811
194.163938,179.988962,0.409270
192.937808,179.988962,0.429742
188.130692,179.988962,0.450209
185.747188,179.988962,0.470665
183.329306,179.988962,0.491122
180.945801,179.988962,0.511575
178.923260,179.988962,0.532052
177.593998,179.988962,0.552527
176.740291,179.988962,0.572993
176.448083,179.988962,0.593451
176.803316,179.988962,0.613902
177.720049,179.988962,0.634368
179.175362,179.988962,0.654831
181.203632,179.988962,0.675291
183.678810,179.988962,0.695730
186.096692,179.988962,0.716156
188.497385,179.988962,0.736625
190.370957,179.988962,0.757078
191.660112,179.988962,0.777517
192.387768,179.988962,0.797972
192.622681,179.988962,0.818439
192.158585,179.988962,0.838906
191.132991,179.988962,0.859358
190.428253,179.988962,0.879808
186.245661,179.988962,0.900212
183.753294,179.988962,0.920670
181.369790,179.988962,0.941138
178.946179,179.988962,0.961593
176.556945,179.988962,0.982051
174.161981,179.988962,1.002499
172.294139,179.988962,1.022952
170.993524,179.988962,1.043425
170.283057,179.988962,1.063892
170.105440,179.988962,1.084335
170.472133,179.988962,1.104797
171.497727,179.988962,1.125226
173.050443,179.988962,1.145760
175.147468,179.988962,1.166226
177.668483,179.988962,1.186685
180.051987,179.988962,1.207156
182.481328,179.988962,1.227591
184.864833,179.988962,1.248061
186.749864,179.988962,1.268530
188.033289,179.988962,1.288985
188.801053,179.988962,1.309457
188.812512,179.988962,1.329925
188.090585,179.988962,1.350387
186.818619,179.988962,1.370864
185.002342,179.988962,1.391336
182.636027,179.988962,1.411744
180.160849,179.988962,1.432185
177.754426,179.988962,1.452657
175.353733,179.988962,1.473128
172.958770,179.988962,1.493582
171.090927,179.988962,1.514015
169.796043,179.988962,1.534467
169.091304,179.988962,1.554910
168.873581,179.988962,1.575356
169.280381,179.988962,1.595801
170.300245,179.988962,1.616186
171.858691,179.988962,1.636667
173.961446,179.988962,1.657122
176.476730,179.988962,1.677593
178.865964,179.988962,1.698049
181.295306,179.988962,1.718498
183.684540,179.988962,1.738974
186.079503,179.988962,1.759435
188.657813,179.988962,1.779905
189.660489,179.988962,1.800346
190.113126,179.988962,1.820800
190.095937,179.988962,1.841268
189.305256,179.988962,1.861730
188.016100,179.988962,1.882186
186.182636,179.988962,1.902611
183.816320,179.988962,1.923080
181.341142,179.988962,1.943526
178.940449,179.988962,1.963964
176.534026,179.988962,1.984431
174.139063,179.988962,2.004907
172.265491,179.988962,2.025380
170.976336,179.988962,2.045811
170.231491,179.988962,2.066281
170.036685,179.988962,2.086745
170.477862,179.988962,2.107188
171.486268,179.988962,2.127631
173.027525,179.988962,2.148041
175.124550,179.988962,2.168450
177.645564,179.988962,2.188879
180.029069,179.988962,2.209347
182.458410,179.988962,2.229814
186.050855,179.988962,2.250256
187.907238,179.988962,2.270710
189.213582,179.988962,2.291108
189.924050,179.988962,2.311631
190.158963,179.988962,2.332068
189.729244,179.988962,2.352518
188.709379,179.988962,2.372961
187.162393,179.988962,2.393381
185.059638,179.988962,2.413815
182.538624,179.988962,2.434270
180.155120,179.988962,2.454739
177.720049,179.988962,2.475151
175.336544,179.988962,2.495590
173.233789,179.988962,2.516028
171.852961,179.988962,2.536414
170.941958,179.988962,2.556872
170.586724,179.988962,2.577318
170.896122,179.988962,2.597737
171.749829,179.988962,2.618165
173.153575,179.988962,2.638620
175.107361,179.988962,2.659073
177.571080,179.988962,2.679487
181.203632,179.988962,2.699911
183.610055,179.988962,2.720299
186.022207,179.988962,2.740743
188.187988,179.988962,2.761182
189.689137,179.988962,2.781635
190.657436,179.988962,2.802058
191.081425,179.988962,2.822504
190.955374,179.988962,2.842964
190.158963,179.988962,2.863386
188.823971,179.988962,2.883841
186.961858,179.988962,2.904245
184.566895,179.988962,2.924707
182.091717,179.988962,2.945164
179.685294,179.988962,2.965615
177.273142,179.988962,2.986066
174.889637,179.988962,3.006527
172.998877,179.988962,3.026944
171.726910,179.988962,3.047397
170.964876,179.988962,3.067874
170.747153,179.988962,3.088329
171.234167,179.988962,3.108785
172.236843,179.988962,3.129242
173.778099,179.988962,3.149690
177.118443,179.988962,3.170122
179.582162,179.988962,3.190551
181.994314,179.988962,3.210977
184.395007,179.988962,3.231379
186.789971,179.988962,3.251742
188.657813,179.988962,3.272130
189.958427,179.988962,3.292554
190.674625,179.988962,3.312987
190.926726,179.988962,3.333406
190.451171,179.988962,3.353836
189.448495,179.988962,3.374265
187.901509,179.988962,3.394693
185.804483,179.988962,3.415118
