Azimuth,Elevator,Time
180.000421,179.988962,0.020400
179.994691,179.988962,0.040829
180.441598,179.988962,0.061264
181.604703,179.988962,0.081708
183.306387,179.988962,0.102150
185.563841,179.988962,0.122592
188.067667,179.988962,0.142962
190.468360,179.988962,0.163388
192.880512,179.988962,0.183818
195.052022,179.988962,0.204248
196.507335,179.988962,0.224692
197.475634,179.988962,0.245131
197.853786,179.988962,0.265563
197.762113,179.988962,0.285986
196.919865,179.988962,0.306395
195.561955,179.988962,0.326899
193.671194,179.988962,0.347387
191.270501,179.988962,0.367850
188.801053,179.988962,0.388307
186.406089,179.988962,0.408774
183.988207,179.988962,0.429190
181.598973,179.988962,0.449661
177.983609,179.988962,0.470130
175.611564,179.988962,0.490591
173.720803,179.988962,0.511015
172.443108,179.988962,0.531470
171.698262,179.988962,0.551929
171.486268,179.988962,0.572402
171.944634,179.988962,0.592866
172.947310,179.988962,0.613345
174.488567,179.988962,0.633808
176.602781,179.988962,0.654277
179.100877,179.988962,0.674748
181.501570,179.988962,0.695216
183.919452,179.988962,0.715673
186.308686,179.988962,0.736133
188.170799,179.988962,0.756604
189.477143,179.988962,0.777060
190.193340,179.988962,0.797509
190.428253,179.988962,0.817976
189.981346,179.988962,0.838449
188.972940,179.988962,0.858880
187.425954,179.988962,0.879328
185.323199,179.988962,0.899834
181.598973,179.988962,0.920281
179.198280,179.988962,0.940736
176.791857,179.988962,0.961205
174.402623,179.988962,0.981665
172.517592,179.988962,1.002134
171.239896,179.988962,1.022590
170.489322,179.988962,1.042998
170.277327,179.988962,1.063463
170.747153,179.988962,1.083914
171.755558,179.988962,1.104338
173.302544,179.988962,1.124816
175.399570,179.988962,1.145269
177.914855,179.988962,1.165729
180.309818,179.988962,1.186196
182.727700,179.988962,1.206662
185.134123,179.988962,1.227109
187.380117,179.988962,1.247548
188.944292,179.988962,1.268018
189.998534,179.988962,1.288475
190.462630,179.988962,1.308940
190.479819,179.988962,1.329407
190.136044,179.988962,1.349879
187.615030,179.988962,1.370335
185.540923,179.988962,1.390804
183.025638,179.988962,1.411272
180.636404,179.988962,1.431723
178.201333,179.988962,1.452183
175.817829,179.988962,1.472644
173.411406,179.988962,1.493098
171.555023,179.988962,1.513568
170.248679,179.988962,1.534037
169.532482,179.988962,1.554500
169.326217,179.988962,1.574937
169.738747,179.988962,1.595413
170.758612,179.988962,1.615884
172.305598,179.988962,1.636326
174.408353,179.988962,1.656776
176.923638,179.988962,1.677204
179.312872,179.988962,1.697621
181.747942,179.988962,1.718062
184.114258,179.988962,1.738504
186.010748,179.988962,1.758943
187.282714,179.988962,1.779404
188.044748,179.988962,1.799877
188.079126,179.988962,1.820340
187.351469,179.988962,1.840802
186.079503,179.988962,1.861270
184.251768,179.988962,1.881726
181.902641,179.988962,1.902194
179.410274,179.988962,1.922666
177.026770,179.988962,1.943097
174.603158,179.988962,1.963552
172.225384,179.988962,1.984015
170.340352,179.988962,2.004491
169.056927,179.988962,2.025056
168.317811,179.988962,2.045526
168.094358,179.988962,2.066015
168.564183,179.988962,2.086458
169.566859,179.988962,2.106881
171.119575,179.988962,2.127338
173.216601,179.988962,2.147794
175.731885,179.988962,2.168244
178.121119,179.988962,2.188696
180.556190,179.988962,2.209205
182.939694,179.988962,2.229655
186.474844,179.988962,2.250106
188.142151,179.988962,2.270586
189.293796,179.988962,2.291014
189.855295,179.988962,2.311462
189.975616,179.988962,2.331924
189.328174,179.988962,2.352393
188.159340,179.988962,2.372841
186.463385,179.988962,2.393311
184.211661,179.988962,2.413770
181.696376,179.988962,2.434227
179.307142,179.988962,2.454686
176.889260,179.988962,2.475111
174.505756,179.988962,2.495579
172.614995,179.988962,2.516009
171.343029,179.988962,2.536450
170.580995,179.988962,2.556911
170.369000,179.988962,2.577377
170.850285,179.988962,2.597846
171.852961,179.988962,2.618298
173.394218,179.988962,2.638742
175.491243,179.988962,2.659186
178.000798,179.988962,2.679612
181.616162,179.988962,2.700062
184.011125,179.988962,2.720526
186.406089,179.988962,2.740982
188.268202,179.988962,2.761437
189.574546,179.988962,2.781892
190.285013,179.988962,2.802341
190.525656,179.988962,2.822810
190.084478,179.988962,2.843264
189.064613,179.988962,2.863720
187.517627,179.988962,2.884175
185.420602,179.988962,2.904625
182.899587,179.988962,2.925107
180.510353,179.988962,2.945558
178.075283,179.988962,2.966008
175.708967,179.988962,2.986458
173.778099,179.988962,3.006956
172.506133,179.988962,3.027423
171.715451,179.988962,3.047885
171.491998,179.988962,3.068350
171.961823,179.988962,3.088803
172.947310,179.988962,3.109256
174.465649,179.988962,3.129711
177.788804,179.988962,3.150176
180.269711,179.988962,3.170622
182.670404,179.988962,3.191015
185.082557,179.988962,3.211475
187.466061,179.988962,3.231935
189.333903,179.988962,3.252383
190.628788,179.988962,3.272827
191.350715,179.988962,3.293262
191.551250,179.988962,3.313716
191.132991,179.988962,3.334172
190.118856,179.988962,3.354599
188.566140,179.988962,3.375006
186.469114,179.988962,3.395464
183.948100,179.988962,3.415911
181.553137,179.988962,3.436362
179.112336,179.988962,3.456822
176.728832,179.988962,3.477282
174.328139,179.988962,3.497744
172.454567,179.988962,3.518192
171.165412,179.988962,3.538648
170.426296,179.988962,3.559065
170.220031,179.988962,3.579513
170.334623,179.988962,3.599977
172.380082,179.988962,3.620438
174.207818,179.988962,3.640889
176.568404,179.988962,3.661341
179.032122,179.988962,3.681776
181.450004,179.988962,3.702174
183.844968,179.988962,3.722598
186.239931,179.988962,3.743003
188.102044,179.988962,3.763471
189.402658,179.988962,3.783948
190.118856,179.988962,3.804394
190.359498,179.988962,3.824853
189.918320,179.988962,3.845286
188.898455,179.988962,3.865736
187.357199,179.988962,3.886197
185.254444,179.988962,3.906668
182.733430,179.988962,3.927108
180.349925,179.988962,3.947557
177.914855,179.988962,3.968017
175.542809,179.988962,3.988441
173.640589,179.988962,4.008892
172.380082,179.988962,4.029343
171.606589,179.988962,4.049813
171.589400,179.988962,4.070199
172.311327,179.988962,4.090664
173.583294,179.988962,4.111104
175.411029,179.988962,4.131562
177.771615,179.988962,4.151987
180.241063,179.988962,4.172443
182.647486,179.988962,4.192900
185.053909,179.988962,4.213307
187.437413,179.988962,4.233763
189.310985,179.988962,4.254206
190.605870,179.988962,4.274654
191.327797,179.988962,4.295092
191.534061,179.988962,4.315544
191.104343,179.988962,4.336002
190.095937,179.988962,4.356451
188.543222,179.988962,4.376906
186.446196,179.988962,4.397354
183.925182,179.988962,4.417813
181.541677,179.988962,4.438266
179.089418,179.988962,4.458674
176.717373,179.988962,4.479118
174.305220,179.988962,4.499576
173.256708,179.988962,4.520030
170.695586,179.988962,4.540474
170.248679,179.988962,4.560940
170.300245,179.988962,4.581396
171.079468,179.988962,4.601807
172.357164,179.988962,4.622267
174.179170,179.988962,4.642720
176.545485,179.988962,4.663164
179.009204,179.988962,4.683622
181.427086,179.988962,4.704077
183.816320,179.988962,4.724535
186.217013,179.988962,4.744994
188.073396,179.988962,4.765455
189.379740,179.988962,4.785917
190.090208,179.988962,4.806367
190.319391,179.988962,4.826835
189.895402,179.988962,4.847281
188.875537,179.988962,4.867747
187.334281,179.988962,4.888235
185.231526,179.988962,4.908686
182.710511,179.988962,4.929143
180.327007,179.988962,4.949556
177.886207,179.988962,4.969995
174.305220,179.988962,4.990451
172.425919,179.988962,5.010890
171.148223,179.988962,5.031361
170.397648,179.988962,5.051820
170.185654,179.988962,5.072278
170.661209,179.988962,5.092734
171.658155,179.988962,5.113150
173.199412,179.988962,5.133602
175.296437,179.988962,5.154074
177.817452,179.988962,5.174534
180.206686,179.988962,5.194966
182.630297,179.988962,5.215426
185.013802,179.988962,5.235849
186.893103,179.988962,5.256303
188.182258,179.988962,5.276749
188.944292,179.988962,5.297219
189.139098,179.988962,5.317676
188.657813,179.988962,5.338136
187.655137,179.988962,5.358557
186.113881,179.988962,5.378987
184.016855,179.988962,5.399521
181.507300,179.988962,5.420050
177.891936,179.988962,5.440476
175.491243,179.988962,5.460955
173.090550,179.988962,5.481407
171.222707,179.988962,5.501872
169.927823,179.988962,5.522350
169.200166,179.988962,5.542821
168.965254,179.988962,5.563281
169.412161,179.988962,5.583709
170.426296,179.988962,5.604163
171.973282,179.988962,5.624633
174.076037,179.988962,5.645065
176.585592,179.988962,5.665522
178.974826,179.988962,5.685983
181.409897,179.988962,5.706451
183.793402,179.988962,5.726950
186.194095,179.988962,5.747414
188.050478,179.988962,5.767883
189.356822,179.988962,5.788303
190.067289,179.988962,5.808759
190.290743,179.988962,5.829199
