Azimuth,Elevator,Time
180.000421,179.988962,0.020349
179.994691,179.988962,0.040747
180.435869,179.988962,0.061173
181.558866,179.988962,0.081587
182.647486,179.988962,0.101971
183.592866,179.988962,0.122410
184.314793,179.988962,0.142845
184.859103,179.988962,0.163247
185.048179,179.988962,0.183716
185.048179,179.988962,0.204179
184.813266,179.988962,0.224638
184.343441,179.988962,0.245061
183.770483,179.988962,0.265520
183.077204,179.988962,0.285981
182.275063,179.988962,0.306412
181.375520,179.988962,0.326885
180.412951,179.988962,0.347349
179.416004,179.988962,0.367781
178.413328,179.988962,0.388243
177.467947,179.988962,0.408718
176.574133,179.988962,0.429181
175.823559,179.988962,0.449638
175.141739,179.988962,0.470095
175.027147,179.988962,0.490543
174.901097,179.988962,0.511017
175.130280,179.988962,0.531476
175.496973,179.988962,0.551952
176.047012,179.988962,0.572373
176.705914,179.988962,0.592823
177.479407,179.988962,0.613281
178.356032,179.988962,0.633752
179.295683,179.988962,0.654216
180.281170,179.988962,0.674674
181.283846,179.988962,0.695140
182.257875,179.988962,0.715602
183.180337,179.988962,0.736023
183.965289,179.988962,0.756469
184.601272,179.988962,0.776931
184.990883,179.988962,0.797391
185.071097,179.988962,0.817823
185.008072,179.988962,0.838283
184.578354,179.988962,0.858738
184.074151,179.988962,0.879226
183.472545,179.988962,0.899687
182.532894,179.988962,0.920079
181.919830,179.988962,0.940549
180.962990,179.988962,0.961008
179.971773,179.988962,0.981443
178.974826,179.988962,1.001906
177.989339,179.988962,1.022359
177.049688,179.988962,1.042820
176.218899,179.988962,1.063218
175.548539,179.988962,1.083679
175.061525,179.988962,1.104164
174.946933,179.988962,1.124593
174.946933,179.988962,1.145049
175.250601,179.988962,1.165502
175.731885,179.988962,1.185813
176.322032,179.988962,1.206183
177.026770,179.988962,1.226581
177.846100,179.988962,1.246977
178.751373,179.988962,1.267420
179.719672,179.988962,1.287850
180.716618,179.988962,1.308286
181.713565,179.988962,1.328706
182.664675,179.988962,1.349119
183.529841,179.988962,1.369575
184.463762,179.988962,1.389991
184.721593,179.988962,1.410419
185.162771,179.988962,1.430890
185.042450,179.988962,1.451307
184.773159,179.988962,1.471747
184.406466,179.988962,1.492193
183.839238,179.988962,1.512658
183.180337,179.988962,1.533119
182.389655,179.988962,1.553579
181.501570,179.988962,1.574036
180.550460,179.988962,1.594496
179.553514,179.988962,1.614931
178.556567,179.988962,1.635378
177.593998,179.988962,1.655837
176.688725,179.988962,1.676282
175.915232,179.988962,1.696739
175.313626,179.988962,1.717195
174.946933,179.988962,1.737656
174.912556,179.988962,1.758084
175.044336,179.988962,1.778551
175.456866,179.988962,1.799003
175.983987,179.988962,1.819462
176.768939,179.988962,1.839867
177.301790,179.988962,1.860304
178.207063,179.988962,1.880736
179.152443,179.988962,1.901157
180.149390,179.988962,1.921615
181.146337,179.988962,1.942068
182.120365,179.988962,1.962521
183.054286,179.988962,1.982974
183.856427,179.988962,2.003432
184.521058,179.988962,2.023883
184.962235,179.988962,2.044288
185.059638,179.988962,2.064744
185.053909,179.988962,2.085196
184.652838,179.988962,2.105662
184.165824,179.988962,2.126116
183.575678,179.988962,2.146571
182.848021,179.988962,2.167030
182.005773,179.988962,2.187445
181.083311,179.988962,2.207854
180.120742,179.988962,2.228283
179.123795,179.988962,2.248742
178.138308,179.988962,2.269191
177.198657,179.988962,2.289616
176.092849,179.988962,2.310048
175.663130,179.988962,2.330496
175.084443,179.988962,2.350942
174.946933,179.988962,2.371397
174.946933,179.988962,2.391860
175.210494,179.988962,2.412309
175.657401,179.988962,2.432761
176.230359,179.988962,2.453192
176.917908,179.988962,2.473644
177.725778,179.988962,2.494098
178.619593,179.988962,2.514563
179.582162,179.988962,2.534981
180.584838,179.988962,2.555426
181.570325,179.988962,2.575871
182.532894,179.988962,2.596320
183.420979,179.988962,2.616777
184.171554,179.988962,2.637200
184.755971,179.988962,2.657648
185.030990,179.988962,2.678060
185.059638,179.988962,2.698506
184.933588,179.988962,2.718948
184.486680,179.988962,2.739335
183.913723,179.988962,2.759756
183.060016,179.988962,2.780215
182.630297,179.988962,2.800657
181.673458,179.988962,2.821104
180.699429,179.988962,2.841541
179.713942,179.988962,2.861980
178.711266,179.988962,2.882388
177.737238,179.988962,2.902851
176.809046,179.988962,2.923277
176.024094,179.988962,2.943752
175.388111,179.988962,2.964156
174.998499,179.988962,2.984561
174.935474,179.988962,3.004994
174.952663,179.988962,3.025463
175.393840,179.988962,3.045931
175.892314,179.988962,3.066369
176.499649,179.988962,3.086778
177.250224,179.988962,3.107175
178.098201,179.988962,3.127596
179.009204,179.988962,3.148051
180.000421,179.988962,3.168485
180.997367,179.988962,3.188913
181.982855,179.988962,3.209337
182.916776,179.988962,3.229752
183.982478,179.988962,3.250182
184.389278,179.988962,3.270634
