AzInput,ElInput,Time
180.000038,180.000000,0.000000
182.540973,180.000000,0.020445
184.915112,180.000000,0.040889
186.965609,180.000000,0.061322
188.560041,180.000000,0.081765
189.592320,180.000000,0.102199
189.995596,180.000000,0.122638
189.743274,180.000000,0.143071
188.850943,180.000000,0.163523
187.379569,180.000000,0.183948
185.424684,180.000000,0.204372
183.111442,180.000000,0.224822
180.595959,180.000000,0.245255
178.041811,180.000000,0.265684
175.618839,180.000000,0.286089
173.479310,180.000000,0.306525
171.767469,180.000000,0.326961
170.595378,180.000000,0.347402
170.041064,180.000000,0.367786
170.137655,180.000000,0.388219
170.881727,180.000000,0.408668
172.223173,180.000000,0.429099
174.074627,180.000000,0.449532
176.313518,180.000000,0.469955
178.794678,180.000000,0.490385
181.355496,180.000000,0.510820
183.827028,180.000000,0.531252
186.047112,180.000000,0.551678
187.871859,180.000000,0.572116
189.180297,180.000000,0.592555
189.886445,180.000000,0.612996
189.943968,180.000000,0.633428
189.349811,180.000000,0.653854
188.141899,180.000000,0.674295
186.399966,180.000000,0.694734
184.237593,180.000000,0.715178
181.796967,180.000000,0.735622
179.239656,180.000000,0.756056
176.732683,180.000000,0.776487
174.439209,180.000000,0.796924
172.510559,180.000000,0.817360
171.072703,180.000000,0.837803
170.220952,180.000000,0.858241
170.010735,180.000000,0.878688
170.456265,180.000000,0.899131
171.527748,180.000000,0.919568
173.155419,180.000000,0.940010
175.231760,180.000000,0.960447
177.622081,180.000000,0.980894
180.165981,180.000000,1.001321
182.701439,180.000000,1.021768
185.057903,180.000000,1.042200
187.082617,180.000000,1.062630
188.642988,180.000000,1.083059
189.637502,180.000000,1.103508
189.999118,180.000000,1.123943
189.705021,180.000000,1.144376
188.774692,180.000000,1.164808
187.269159,180.000000,1.185238
185.286826,180.000000,1.205672
182.958936,180.000000,1.226096
180.436462,180.000000,1.246526
177.883547,180.000000,1.266971
175.474903,180.000000,1.287368
173.363080,180.000000,1.307753
171.680965,180.000000,1.328187
170.544481,180.000000,1.348619
170.028169,180.000000,1.369026
170.164577,180.000000,1.389457
170.946349,180.000000,1.409899
172.318367,180.000000,1.430293
174.195323,180.000000,1.450717
176.453685,180.000000,1.471152
178.944715,180.000000,1.491587
181.504989,180.000000,1.512022
183.965672,180.000000,1.532450
186.167438,180.000000,1.552887
187.964673,180.000000,1.573325
189.238847,180.000000,1.593751
189.907186,180.000000,1.614150
189.927457,180.000000,1.634591
189.296468,180.000000,1.655028
188.055474,180.000000,1.675468
186.289755,180.000000,1.695869
184.109846,180.000000,1.716296
181.659622,180.000000,1.736732
179.100953,180.000000,1.757164
176.601679,180.000000,1.777593
174.325256,180.000000,1.798020
172.420765,180.000000,1.818446
171.012328,180.000000,1.838884
170.194332,180.000000,1.859286
170.017261,180.000000,1.879676
170.493884,180.000000,1.900114
171.591772,180.000000,1.920518
173.241808,180.000000,1.940948
175.335578,180.000000,1.961384
177.735884,180.000000,1.981825
180.283847,180.000000,2.002259
182.812958,180.000000,2.022691
185.158337,180.000000,2.043129
187.165548,180.000000,2.063571
188.701734,180.000000,2.083998
189.667736,180.000000,2.104429
189.999984,180.000000,2.124857
189.676675,180.000000,2.145291
188.718933,180.000000,2.165723
187.189959,180.000000,2.186150
185.189076,180.000000,2.206585
182.849646,180.000000,2.227005
180.322691,180.000000,2.247432
177.776385,180.000000,2.267844
175.373314,180.000000,2.288277
173.273711,180.000000,2.308709
171.615216,180.000000,2.329139
170.506176,180.000000,2.349572
170.019420,180.000000,2.370040
170.188918,180.000000,2.390493
171.002806,180.000000,2.410943
172.408399,180.000000,2.431402
174.310998,180.000000,2.451842
176.590005,180.000000,2.472309
179.094240,180.000000,2.492782
181.656111,180.000000,2.513240
184.108083,180.000000,2.533688
186.291924,180.000000,2.554154
188.058691,180.000000,2.574575
189.298733,180.000000,2.595021
189.928553,180.000000,2.615482
189.906060,180.000000,2.635916
189.232540,180.000000,2.656380
187.952230,180.000000,2.676838
186.149564,180.000000,2.697293
183.940463,180.000000,2.717769
181.475109,180.000000,2.738218
178.912382,180.000000,2.758672
176.420840,180.000000,2.779128
174.163816,180.000000,2.799591
172.291149,180.000000,2.820046
170.924883,180.000000,2.840505
170.155811,180.000000,2.860934
170.032195,180.000000,2.881387
170.563388,180.000000,2.901839
171.712713,180.000000,2.922266
173.407621,180.000000,2.942720
175.535709,180.000000,2.963174
177.955656,180.000000,2.983616
180.509568,180.000000,3.004057
183.031682,180.000000,3.024511
185.355067,180.000000,3.044970
