AzInput,ElInput,Time
180,180,3.35e-07
180,186.45,0.0202879
180,192.582,0.0405184
180,198.131,0.0607569
180,202.837,0.0810004
180,206.478,0.101239
180,208.887,0.121478
180,209.951,0.141682
180,209.622,0.161934
180,207.915,0.18217
180,204.907,0.202411
180,200.743,0.222642
180,195.612,0.242879
180,189.752,0.263121
180,183.439,0.283361
180,176.966,0.303602
180,170.637,0.323832
180,164.744,0.344063
180,159.558,0.364302
180,155.324,0.384541
180,152.239,0.40478
180,150.446,0.425017
180,150.028,0.445255
180,151.006,0.465496
180,153.335,0.485741
180,156.905,0.505983
180,161.55,0.526222
180,167.053,0.546459
180,173.158,0.566694
180,179.583,0.586935
180,186.033,0.607191
180,192.197,0.627435
180,197.793,0.647674
180,202.556,0.667894
180,206.273,0.688131
180,208.768,0.708372
180,209.924,0.728611
180,209.686,0.748847
180,208.067,0.769087
180,205.14,0.78933
180,201.043,0.80957
180,195.967,0.829811
180,190.15,0.850041
180,183.857,0.870282
180,177.422,0.890409
180,171.07,0.91065
180,165.151,0.930828
180,159.917,0.951017
180,155.606,0.971245
180,152.427,0.991491
180,150.533,1.01173
180,150.011,1.03196
180,150.884,1.0522
180,153.113,1.07244
180,156.593,1.09268
180,161.163,1.11292
180,166.611,1.13316
180,172.683,1.1534
180,179.093,1.17364
180,185.547,1.19388
180,191.741,1.21412
180,197.39,1.23436
180,202.228,1.25459
180,206.033,1.27483
180,208.625,1.29508
180,209.885,1.31532
180,209.753,1.33555
180,208.237,1.35578
180,205.406,1.37602
180,201.394,1.39626
180,196.385,1.4165
180,190.617,1.43672
180,184.35,1.45697
180,177.883,1.4772
180,171.514,1.49744
180,165.539,1.51768
180,160.238,1.53791
180,155.857,1.55815
180,152.599,1.57839
180,150.617,1.59863
180,150.003,1.61887
180,150.785,1.63911
180,152.927,1.65935
180,156.33,1.67959
180,160.834,1.69982
180,166.229,1.72006
180,172.267,1.7403
180,178.664,1.76053
180,185.123,1.78077
180,191.344,1.80101
180,197.037,1.82125
180,201.938,1.84149
180,205.812,1.8617
180,208.491,1.88194
180,209.843,1.90218
180,209.806,1.92242
180,208.381,1.94266
180,205.653,1.96279
180,201.718,1.98304
180,196.787,2.00323
180,191.08,2.02341
180,184.848,2.04363
180,178.386,2.06386
180,172.001,2.08409
180,165.989,2.10432
180,160.622,2.12457
180,156.161,2.1448
180,152.81,2.16504
180,150.724,2.18527
180,150,2.20551
180,150.673,2.22575
180,152.711,2.24599
180,156.019,2.26623
180,160.443,2.28646
180,165.778,2.3067
180,171.775,2.32694
180,178.14,2.34713
180,184.606,2.36737
180,190.857,2.38761
180,196.603,2.40785
180,201.575,2.42808
180,205.545,2.44832
180,208.324,2.46856
180,209.786,2.4888
180,209.86,2.50904
180,208.545,2.52928
180,205.901,2.54952
180,202.052,2.56975
180,197.18,2.58997
180,191.506,2.61021
180,185.297,2.63044
180,178.841,2.65068
180,172.439,2.67091
180,166.389,2.69115
180,160.977,2.71136
180,156.444,2.7316
180,153.008,2.75184
180,150.828,2.77207
180,150.006,2.79231
180,150.58,2.81255
180,152.523,2.83279
180,155.744,2.85302
180,160.095,2.87326
180,165.351,2.89342
180,171.298,2.91363
180,177.64,2.9338
180,184.102,2.95402
180,190.378,2.97425
180,196.165,2.99445
180,201.221,3.01474
180,205.269,3.03494
180,208.146,3.05515
180,209.717,3.07536
180,209.907,3.09561
180,208.704,3.11586
180,206.174,3.13604
180,202.42,3.15628
180,197.623,3.17651
180,192.003,3.19676
180,185.825,3.217
180,179.379,3.23723
180,172.96,3.25747
180,166.892,3.27763
180,161.434,3.29777
180,156.825,3.31794
180,153.293,3.33808
180,150.992,3.35821
180,150.027,3.37835
180,150.449,3.39857
180,152.245,3.4188
180,155.325,3.43899
180,159.546,3.45917
180,164.726,3.4794
180,170.622,3.49965
180,176.952,3.51988
180,183.423,3.54012
180,189.735,3.56035
180,195.571,3.5805
180,200.685,3.60064
180,204.842,3.62075
180,207.864,3.64093
180,209.594,3.66105
180,209.962,3.68116
180,208.953,3.70128
180,206.612,3.72139
180,203.047,3.74151
180,198.422,3.76163
180,192.949,3.78175
