AzInput,ElInput,Time
180,180,3.44e-07
180,188.376,0.0202655
180,196.595,0.0405472
180,204.466,0.0607693
180,211.864,0.0810039
180,218.633,0.101217
180,224.658,0.121463
180,229.808,0.141699
180,233.985,0.161932
180,237.105,0.182142
180,239.114,0.202376
180,239.969,0.222607
180,239.653,0.24284
180,238.173,0.263071
180,235.556,0.283309
180,231.855,0.303541
180,227.142,0.323774
180,221.511,0.343998
180,215.067,0.364232
180,207.938,0.384465
180,200.272,0.40468
180,192.196,0.42493
180,183.892,0.445153
180,175.508,0.465388
180,167.214,0.485616
180,159.163,0.505861
180,151.525,0.526091
180,144.443,0.546321
180,138.057,0.566542
180,132.487,0.586774
180,127.843,0.607007
180,124.218,0.62724
180,121.685,0.647449
180,120.286,0.667688
180,120.053,0.687921
180,120.992,0.708159
180,123.077,0.728358
180,126.278,0.748596
180,130.527,0.76883
180,135.737,0.789046
180,141.816,0.809283
180,148.639,0.829514
180,156.077,0.849754
180,163.933,0.869868
180,172.151,0.89011
180,180.522,0.91035
180,188.881,0.930586
180,197.065,0.950818
180,204.916,0.971051
180,212.281,0.991285
180,219.016,1.01152
180,224.988,1.03175
180,230.07,1.05193
180,234.187,1.07215
180,237.249,1.09238
180,239.193,1.11261
180,239.982,1.13285
180,239.6,1.15308
180,238.029,1.17355
180,235.333,1.19381
180,231.555,1.21406
180,226.771,1.2343
180,221.081,1.25452
180,214.581,1.27476
180,207.402,1.29501
180,199.689,1.31526
180,191.596,1.3355
180,183.271,1.35575
180,174.879,1.376
180,166.587,1.39626
180,158.551,1.41653
180,150.938,1.4368
180,143.896,1.45705
180,137.563,1.47731
180,132.06,1.49756
180,127.495,1.51782
180,123.958,1.53806
180,121.518,1.55829
180,120.22,1.57852
180,120.088,1.59874
180,121.125,1.61897
180,123.31,1.63919
180,126.602,1.65942
180,130.936,1.67965
180,136.229,1.69988
180,142.372,1.7201
180,149.252,1.74033
180,156.737,1.76057
180,164.671,1.7808
180,172.905,1.80103
180,181.278,1.82126
180,189.626,1.8415
180,197.787,1.86173
180,205.597,1.88195
180,212.91,1.90218
180,219.582,1.92242
180,225.48,1.94265
180,230.503,1.96293
180,234.525,1.98316
180,237.482,2.00339
180,239.318,2.02361
180,239.996,2.04384
180,239.504,2.06407
180,237.85,2.0843
180,235.076,2.10448
180,231.232,2.12466
180,226.396,2.14483
180,220.64,2.16506
180,214.089,2.1853
180,206.871,2.20554
180,199.134,2.22577
180,191.021,2.246
180,182.694,2.26623
180,174.314,2.28646
180,166.045,2.30669
180,158.052,2.32691
180,150.483,2.34714
180,143.491,2.36737
180,137.211,2.3876
180,131.766,2.40784
180,127.265,2.42806
180,123.791,2.44829
180,121.412,2.46855
180,120.18,2.48878
180,120.116,2.50901
180,121.221,2.52924
180,123.473,2.54947
180,126.832,2.56972
180,131.226,2.58995
180,136.572,2.61018
180,142.766,2.63041
180,149.687,2.65064
