Azimuth,Elevator,Time
179.988962,177.651294,0.0202569
179.988962,177.634105,0.0404894
179.988962,178.115390,0.0607223
179.988962,179.267035,0.0809714
179.988962,180.968720,0.101206
179.988962,183.231903,0.12144
179.988962,185.707081,0.141663
179.988962,188.130692,0.161923
179.988962,190.531385,0.182142
179.988962,192.949267,0.202369
179.988962,195.344231,0.222592
179.988962,197.750653,0.242823
179.988962,200.145617,0.26299
179.988962,202.552040,0.28322
179.988962,204.941274,0.303443
179.988962,207.347696,0.323673
179.988962,209.742660,0.343886
179.988962,212.149083,0.36411
179.988962,214.544046,0.384332
179.988962,216.944740,0.404585
179.988962,219.339703,0.424809
179.988962,221.746126,0.445039
179.988962,224.141089,0.465211
179.988962,226.547512,0.48542
179.988962,228.936746,0.505643
179.988962,231.343169,0.525874
179.988962,233.720944,0.5461
179.988962,235.640352,0.566323
179.988962,236.912319,0.586553
179.988962,237.645705,0.606784
179.988962,237.783215,0.627011
179.988962,237.347767,0.647244
179.988962,236.356550,0.667474
179.988962,234.815293,0.687698
179.988962,232.712538,0.707923
179.988962,230.220172,0.728146
179.988962,227.813749,0.748376
179.988962,225.401597,0.768619
179.988962,222.995174,0.788853
179.988962,220.594481,0.809104
179.988962,218.193788,0.829313
179.988962,215.793094,0.849536
179.988962,213.392401,0.86976
179.988962,210.997438,0.889983
179.988962,208.591015,0.910214
179.988962,206.196051,0.930437
179.988962,204.998570,0.950663
179.988962,200.197183,0.970887
179.988962,197.796490,0.991108
179.988962,195.395797,1.01134
179.988962,192.995104,1.03157
179.988962,190.594411,1.05181
179.988962,188.193717,1.07203
179.988962,185.798754,1.09225
179.988962,183.398061,1.11248
179.988962,180.997367,1.13271
179.988962,178.596674,1.15294
179.988962,176.201711,1.17318
179.988962,173.795288,1.19341
179.988962,171.388865,1.21365
179.988962,168.982443,1.23389
179.988962,166.587479,1.25413
179.988962,164.181056,1.27436
179.988962,161.786093,1.2946
179.988962,159.385399,1.31483
179.988962,156.990436,1.33507
179.988962,154.584013,1.35529
179.988962,152.189050,1.37551
179.988962,149.788356,1.39574
179.988962,147.393393,1.41598
179.988962,144.986970,1.43621
179.988962,142.592006,1.45644
179.988962,140.191313,1.47667
179.988962,137.830727,1.49693
179.988962,135.985803,1.51715
179.988962,134.771133,1.53738
179.988962,134.123690,1.55761
179.988962,134.060665,1.57784
179.988962,134.559138,1.59807
179.988962,135.613381,1.61829
179.988962,137.223392,1.63852
179.988962,139.389172,1.65875
179.988962,141.881539,1.67897
179.988962,144.299421,1.69919
179.988962,146.700114,1.71938
179.988962,149.106537,1.73953
179.988962,151.501500,1.75967
179.988962,153.907923,1.77978
179.988962,156.302887,1.80004
179.988962,158.715039,1.82026
179.988962,161.104273,1.84044
179.988962,163.510696,1.86061
179.988962,165.905659,1.88083
179.988962,167.108871,1.90106
179.988962,171.904527,1.92122
179.988962,174.310950,1.94141
179.988962,176.705914,1.96162
179.988962,179.112336,1.98185
179.988962,181.507300,2.00208
179.988962,183.913723,2.02231
179.988962,186.308686,2.04254
179.988962,188.709379,2.06271
179.988962,191.104343,2.08293
179.988962,193.510766,2.10315
179.988962,195.905729,2.12338
179.988962,198.306422,2.1435
179.988962,200.712845,2.16374
179.988962,203.107809,2.18385
179.988962,205.508502,2.20402
179.988962,207.909195,2.22423
179.988962,210.309888,2.24446
179.988962,212.710581,2.26468
179.988962,215.117004,2.28497
179.988962,217.523427,2.30515
179.988962,219.901202,2.32538
179.988962,221.809151,2.34561
179.988962,223.069658,2.36583
179.988962,223.808774,2.38606
179.988962,223.980661,2.40629
179.988962,223.533754,2.4265
179.988962,222.542537,2.44674
179.988962,220.995551,2.46697
179.988962,218.892796,2.4872
179.988962,216.400430,2.50742
179.988962,213.994007,2.52765
179.988962,211.581855,2.54788
179.988962,209.181161,2.56811
179.988962,206.774739,2.58833
179.988962,204.379775,2.60856
179.988962,201.973352,2.62879
179.988962,199.578389,2.64903
179.988962,197.177696,2.66924
179.988962,194.782732,2.68947
179.988962,192.376309,2.7097
179.988962,189.981346,2.72994
179.988962,187.580653,2.75016
179.988962,185.179959,2.77039
179.988962,182.779266,2.79062
179.988962,180.378573,2.81085
179.988962,177.977880,2.83107
179.988962,175.582916,2.85129
179.988962,171.984741,2.87153
179.988962,169.578319,2.89175
179.988962,167.183355,2.91198
179.988962,164.782662,2.9322
179.988962,162.381969,2.95242
179.988962,159.981276,2.97265
179.988962,157.586312,2.99287
179.988962,155.179889,3.01304
179.988962,152.784926,3.03326
179.988962,150.378503,3.05348
179.988962,147.983539,3.07371
179.988962,145.577117,3.09394
179.988962,143.187883,3.11416
179.988962,140.781460,3.13439
179.988962,138.403685,3.15462
179.988962,136.501465,3.17485
179.988962,135.252417,3.19508
179.988962,134.530490,3.21531
179.988962,134.261200,3.23554
179.988962,134.742485,3.25577
179.988962,135.762350,3.27599
179.988962,137.315065,3.29622
179.988962,139.435009,3.31646
179.988962,141.915916,3.33669
179.988962,144.345257,3.35696
179.988962,146.745950,3.37714
179.988962,149.158103,3.39737
179.988962,151.553066,3.41758
179.988962,153.959489,3.43781
179.988962,156.348723,3.45805
179.988962,158.760875,3.47828
179.988962,161.150109,3.49851
179.988962,163.556532,3.51874
179.988962,165.951496,3.53897
179.988962,168.357919,3.5592
179.988962,170.747153,3.57942
179.988962,173.159305,3.59966
179.988962,175.548539,3.61989
179.988962,177.954962,3.64013
179.988962,180.349925,3.66083
179.988962,182.756348,3.68108
179.988962,185.145582,3.70132
179.988962,187.552005,3.72155
179.988962,188.749486,3.74178
179.988962,193.550873,3.76201
179.988962,195.951566,3.78225
179.988962,198.346530,3.8025
179.988962,200.747223,3.82276
179.988962,203.147916,3.84299
179.988962,205.542879,3.86322
179.988962,207.949302,3.88343
179.988962,210.344266,3.90367
179.988962,212.750688,3.92389
179.988962,215.145652,3.94412
179.988962,217.552075,3.96433
179.988962,219.947038,3.98456
179.988962,222.078441,4.0048
179.988962,223.550943,4.02503
179.988962,224.461946,4.0452
179.988962,224.794261,4.06541
179.988962,224.530701,4.08564
179.988962,223.734289,4.10587
179.988962,222.376379,4.1261
179.988962,220.456971,4.14625
179.988962,218.021900,4.16648
179.988962,215.604018,4.18662
179.988962,213.180407,4.20681
179.988962,210.779714,4.22703
179.988962,208.379021,4.24725
179.988962,205.972598,4.26748
179.988962,203.571905,4.28771
179.988962,201.176941,4.30794
179.988962,198.770518,4.3282
179.988962,196.375555,4.34846
179.988962,193.974862,4.36869
179.988962,191.574168,4.38893
179.988962,189.167746,4.40917
179.988962,186.761323,4.42941
179.988962,184.360630,4.44964
179.988962,181.959937,4.46987
179.988962,179.564973,4.49011
179.988962,177.170009,4.51035
179.988962,174.763587,4.53056
179.988962,172.368623,4.5508
179.988962,169.967930,4.57103
179.988962,167.567237,4.59126
179.988962,165.172273,4.61148
179.988962,162.771580,4.63171
179.988962,160.370887,4.65194
179.988962,159.173405,4.67218
179.988962,154.366289,4.69239
179.988962,151.971326,4.71262
179.988962,149.570632,4.73286
179.988962,147.175669,4.75305
179.988962,144.774976,4.77328
179.988962,142.374283,4.79351
179.988962,139.967860,4.81375
179.988962,137.727595,4.83398
179.988962,136.111854,4.85421
179.988962,135.074800,4.87444
179.988962,134.564868,4.89467
179.988962,134.713837,4.91489
179.988962,135.395657,4.93513
179.988962,136.621786,4.95536
179.988962,138.409415,4.97559
179.988962,140.752812,4.99581
179.988962,143.199342,5.01604
179.988962,145.622953,5.03627
179.988962,148.029376,5.05651
179.988962,150.435799,5.07675
179.988962,152.830762,5.09698
179.988962,155.231455,5.1172
179.988962,157.632149,5.13743
179.988962,160.032842,5.15765
179.988962,162.433535,5.17788
179.988962,164.834228,5.19812
179.988962,167.229192,5.21835
179.988962,169.635614,5.23859
179.988962,172.030578,5.25882
179.988962,174.437001,5.27906
179.988962,176.831964,5.29929
179.988962,179.232657,5.31952
179.988962,181.633351,5.33973
179.988962,184.034044,5.35995
179.988962,186.434737,5.38012
179.988962,188.835430,5.40034
179.988962,191.230394,5.42057
179.988962,193.636816,5.4408
